customer_id,test_group,send_email
0002298862,A_send_all,1
0002043476,A_send_all,1
0003168663,A_send_all,1
0002097043,A_send_all,1
0002302733,A_send_all,1
0002840809,A_send_all,1
0002124180,A_send_all,1
0002077391,A_send_all,1
0003421671,A_send_all,1
0002433100,A_send_all,1
0002068355,A_send_all,1
0002461586,A_send_all,1
0002644737,A_send_all,1
0002364879,A_send_all,1
0003004762,A_send_all,1
0002102600,A_send_all,1
0002335983,A_send_all,1
0002232340,A_send_all,1
0002358441,A_send_all,1
0002041749,A_send_all,1
0003284822,A_send_all,1
0002901813,A_send_all,1
0002383545,A_send_all,1
0002043624,A_send_all,1
0003485331,A_send_all,1
0002171702,A_send_all,1
0002117421,A_send_all,1
0002039923,A_send_all,1
0002212398,A_send_all,1
0002661447,A_send_all,1
0002685395,A_send_all,1
0002090308,A_send_all,1
0002209241,A_send_all,1
0002749715,A_send_all,1
0002214610,A_send_all,1
0002184606,A_send_all,1
0002164380,A_send_all,1
0002299816,A_send_all,1
0002394051,A_send_all,1
0002560380,A_send_all,1
0002062379,A_send_all,1
0002714418,A_send_all,1
0002040599,A_send_all,1
0002268934,A_send_all,1
0002468512,A_send_all,1
0003202219,A_send_all,1
0002419284,A_send_all,1
0003399081,A_send_all,1
0002076251,A_send_all,1
0002392347,A_send_all,1
0003391125,A_send_all,1
0002338013,A_send_all,1
0003154372,A_send_all,1
0003416425,A_send_all,1
0002212504,A_send_all,1
0002263068,A_send_all,1
0002212847,A_send_all,1
0002165586,A_send_all,1
0003137482,A_send_all,1
0002101118,A_send_all,1
0002230952,A_send_all,1
0002054167,A_send_all,1
0002605174,A_send_all,1
0002349358,A_send_all,1
0002215525,A_send_all,1
0002177612,A_send_all,1
0002466098,A_send_all,1
0002046937,A_send_all,1
0002941799,A_send_all,1
0002654197,A_send_all,1
0002679546,A_send_all,1
0002699835,A_send_all,1
0002274201,A_send_all,1
0003453274,A_send_all,1
0002583699,A_send_all,1
0002329143,A_send_all,1
0002258026,A_send_all,1
0003318289,A_send_all,1
0003082785,A_send_all,1
0002064339,A_send_all,1
0003349997,A_send_all,1
0002040594,A_send_all,1
0002153792,A_send_all,1
0002224104,A_send_all,1
0002122166,A_send_all,1
0002868639,A_send_all,1
0002711730,A_send_all,1
0002857841,A_send_all,1
0002104706,A_send_all,1
0002174874,A_send_all,1
0002087079,A_send_all,1
0003336522,A_send_all,1
0002177162,A_send_all,1
0002147220,A_send_all,1
0002212137,A_send_all,1
0002939520,A_send_all,1
0002297726,A_send_all,1
0003343966,A_send_all,1
0002196052,A_send_all,1
0002664327,A_send_all,1
0002975635,A_send_all,1
0002539688,A_send_all,1
0003076928,A_send_all,1
0002148813,A_send_all,1
0003235110,A_send_all,1
0003384472,A_send_all,1
0002039666,A_send_all,1
0002206361,A_send_all,1
0003117341,A_send_all,1
0003369656,A_send_all,1
0002897574,A_send_all,1
0002040149,A_send_all,1
0002360906,A_send_all,1
0002062603,A_send_all,1
0002051100,A_send_all,1
0002320325,A_send_all,1
0002853238,A_send_all,1
0002691468,A_send_all,1
0002208564,A_send_all,1
0002086803,A_send_all,1
0002043228,A_send_all,1
0002125426,A_send_all,1
0002513316,A_send_all,1
0002411748,A_send_all,1
0002372210,A_send_all,1
0002648280,A_send_all,1
0002205489,A_send_all,1
0002268216,A_send_all,1
0002688753,A_send_all,1
0002161934,A_send_all,1
0003163858,A_send_all,1
0002054111,A_send_all,1
0002689043,A_send_all,1
0002243951,A_send_all,1
0002335559,A_send_all,1
0002768948,A_send_all,1
0002313645,A_send_all,1
0002150566,A_send_all,1
0002351092,A_send_all,1
0002431217,A_send_all,1
0002124810,A_send_all,1
0003395163,A_send_all,1
0002934646,A_send_all,1
0002230567,A_send_all,1
0002282770,A_send_all,1
0002427225,A_send_all,1
0002241533,A_send_all,1
0002118904,A_send_all,1
0002374676,A_send_all,1
0003234072,A_send_all,1
0002939097,A_send_all,1
0002293095,A_send_all,1
0002212894,A_send_all,1
0003240575,A_send_all,1
0003435269,A_send_all,1
0003462754,A_send_all,1
0003159838,A_send_all,1
0002880469,A_send_all,1
0002884154,A_send_all,1
0002040981,A_send_all,1
0002246309,A_send_all,1
0002451881,A_send_all,1
0002086530,A_send_all,1
0002044731,A_send_all,1
0002258583,A_send_all,1
0002317815,A_send_all,1
0003456670,A_send_all,1
0003367989,A_send_all,1
0002400746,A_send_all,1
0002217014,A_send_all,1
0002353065,A_send_all,1
0002455262,A_send_all,1
0002622865,A_send_all,1
0003350725,A_send_all,1
0002599765,A_send_all,1
0002350423,A_send_all,1
0003402100,A_send_all,1
0002926996,A_send_all,1
0003090823,A_send_all,1
0003134350,A_send_all,1
0002118892,A_send_all,1
0002470978,A_send_all,1
0002599226,A_send_all,1
0003485351,A_send_all,1
0002520780,A_send_all,1
0002341572,A_send_all,1
0002125352,A_send_all,1
0002076289,A_send_all,1
0002212589,A_send_all,1
0002124339,A_send_all,1
0003209621,A_send_all,1
0002321404,A_send_all,1
0002109490,A_send_all,1
0003341718,A_send_all,1
0002076737,A_send_all,1
0003443639,A_send_all,1
0002297349,A_send_all,1
0002042023,A_send_all,1
0002348613,A_send_all,1
0002160880,A_send_all,1
0003479188,A_send_all,1
0003067888,A_send_all,1
0002048660,A_send_all,1
0002193247,A_send_all,1
0002618197,A_send_all,1
0002164517,A_send_all,1
0003174205,A_send_all,1
0002171381,A_send_all,1
0003114618,A_send_all,1
0002694322,A_send_all,1
0002174691,A_send_all,1
0002068111,A_send_all,1
0002129458,A_send_all,1
0002689834,A_send_all,1
0002089809,A_send_all,1
0002186699,A_send_all,1
0002045240,A_send_all,1
